Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"882775738","","NEWT","TRAD","2024-01-25T22:48:06Z","","CR","Credit:Index:CDX:CDXHY","N","true","2024-01-25T22:46:35Z","2023-09-20","2028-12-20","","false","TWEM","false","false","false","450,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","","","true","","","","7,200","","4","","Optional"
"882776125","","NEWT","TRAD","2024-01-25T23:09:13Z","","CR","Credit:Swaptions:CDX:CDXSwaption","I","false","2024-01-25T23:09:13Z","2023-09-20","2024-02-21","2028-12-20","false","BILT","false","false","false","50,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","50000000","","USD","","","","2024-02-21","0.05","","35,000","USD","","","","","","","103","USD","false","","","","","1","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BRZP8","","REDID","","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882776187","882665859","MODI","TRAD","2024-01-25T23:09:57Z","false","CR","Credit:TotalReturnSwap","N","false","2024-01-19T21:37:19Z","2024-01-22","2024-02-22","","false","BILT","false","false","false","61,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0600114","","","","","","","","","","","","false","","","","","","A020","","","","","","","","","YEAR","","","","1","","","","","","USD","","","","","true","","US451102BT32;US100018AA89;US51818LAB45;US92210KAD00;US893830BQ11;US251526BN89;US51818LAA61;US17302XAN66","","BASKET","ICAHN ENTERPRISES LP/ICAHN","","","","","","false","","","","","","","",""
"882776262","","NEWT","TRAD","2024-01-25T23:11:34Z","","CR","Credit:Swaptions:CDX:CDXSwaption","I","false","2024-01-25T23:11:34Z","2023-09-20","2024-03-20","2028-12-20","false","BILT","false","false","false","50,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","50000000","","USD","","","","2024-03-20","0.05","","125,000","USD","","","","","","","103","USD","false","","","","","1","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BRZP8","","REDID","","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882776667","866767170","MODI","TRAD","2024-01-25T23:28:33Z","false","CR","Credit:TotalReturnSwap","N","false","2023-12-29T20:02:50Z","2023-12-29","2024-01-31","","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","A020","","","","","","","","","YEAR","","","","1","","","","","","USD","","","","","true","","US390607AF62;US92240MBL19;US19260QAC15;US19260QAD97;US683715AF36;US90041LAF22;US20451RAB87;US92552VAL45;US983133AA70;US071734AC18","","BASKET","GREAT LAKES DREDGE AND DOCK","","","","","","false","","","","","","","",""
"882739831","701559160","MODI","TRAD","2024-01-25T20:44:15Z","false","CR","Credit:TotalReturnSwap","N","false","2023-07-25T21:46:26Z","2023-07-26","2024-01-26","","true","BILT","false","false","false","4,162,491","5,000,000","USD","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0013","","","","","","false","","","3","","","","","A004","A020","EXPI","EXPI","1","1","","","EXPI","","EXPI","","1","","1","","","USD","USD","","","","false","","US912810RB61","","ISIN","UNITED STATES TREASURY","","","","","","false","","","","","","","","Cash"
"882739896","","NEWT","TRAD","2024-01-25T21:39:23Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T18:15:54Z","2024-01-25","2024-04-17","2028-12-20","true","BILT","false","false","false","20,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-04-17","0.05","","79,199.9208","USD","","","","","","","0.01025","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882739897","","NEWT","TRAD","2024-01-25T21:39:53Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T18:15:54Z","2024-01-25","2024-04-17","2028-12-20","true","BILT","false","false","false","20,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-04-17","0.05","","71,279.92872","USD","","","","","","","0.0106","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","CALL","EUROPEAN","false","","","","","","","","Physical"
"882740263","","NEWT","TRAD","2024-01-25T21:40:29Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T18:13:50Z","2024-01-25","2024-03-20","2028-12-20","true","BILT","false","false","false","20,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-03-20","0.05","","69,299.9307","USD","","","","","","","0.0106","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","CALL","EUROPEAN","false","","","","","","","","Physical"
"882740264","","NEWT","TRAD","2024-01-25T21:41:03Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T18:13:50Z","2024-01-25","2024-03-20","2028-12-20","true","BILT","false","false","false","20,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-03-20","0.05","","63,359.93664","USD","","","","","","","0.01035","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882740534","882673553","TERM","ETRM","2024-01-25T20:48:51Z","","CR","Credit:Index:CMBX:CMBX","N","","2024-01-25T20:48:51Z","2024-01-25","2072-12-16","","false","BILT","false","","false","10,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005","","","","","","","","","","","","false","","","","","","","","","","","","","","59354.00000","","","","","","","","","UFRO","USD","USD","","","","","false","1","137BENAM8","","REDID","","","","","","","false","","","","","","","",""
"882740535","882673742","TERM","ETRM","2024-01-25T20:49:56Z","","CR","Credit:Index:CMBX:CMBX","N","","2024-01-25T20:49:56Z","2024-01-25","2072-12-16","","false","BILT","false","","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005","","","","","","","","","","","","false","","","","","","","","","","","","","","43771.21000","","","","","","","","","UFRO","USD","USD","","","","","false","1","137BENAN6","","REDID","","","","","","","false","","","","","","","",""
"882740704","867076640","TERM","ETRM","2024-01-17T20:21:48Z","","CR","Credit:Index:CMBX:CMBX","N","","2023-03-10T15:27:16Z","2023-03-10","2072-12-16","","false","BILT","false","","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005","","","","","","","","","","","","false","","","","","","","","","","","","","","2922310.56340","","","","","","","","","UFRO","USD","USD","","","","","false","1","137BENAM8","","REDID","","","","","","","false","","","","","","","",""
"882740815","","NEWT","TRAD","2024-01-25T21:42:32Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-25T21:42:32Z","2024-01-26","2028-12-20","","false","BBSF","false","false","","25,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0054606","","","","","","false","","","3","","","A004","","","","","","","","524897.24000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"882740861","866781484","TERM","ETRM","2024-01-17T15:59:49Z","","CR","Credit:Index:CMBX:CMBX","N","","2023-08-07T18:33:29Z","2023-08-07","2072-12-16","","false","BILT","false","","false","70,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005","","","","","","","","","","","","false","","","","","","","","","","","","","","1864367.76000","","","","","","","","","UFRO","USD","USD","","","","","false","1","137BENAN6","","REDID","","","","","","","false","","","","","","","",""
"882740862","","NEWT","NOVA","2024-01-25T21:42:32Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-24T16:11:02Z","2024-01-25","2024-03-20","2028-12-20","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-03-20","0.01","","402,000","USD","","","","","","","65","USD","false","","","","","1","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","","2I65BYED3","","REDID","CDX.NA.IG.41","","","","CALL","EUROPEAN","false","","","","","","","","Physical"
"882740942","","NEWT","TRAD","2024-01-25T21:42:46Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-24T16:11:02Z","2024-01-25","2024-03-20","2028-12-20","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-03-20","0.01","","402,000","USD","","","","","","","65","USD","false","","","","","1","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","","2I65BYED3","","REDID","CDX.NA.IG.41","","","","CALL","EUROPEAN","false","","","","","","","","Physical"
"882740943","882740862","TERM","ETRM","2024-01-25T21:42:32Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","","2024-01-24T16:11:02Z","2024-01-25","2024-03-20","2028-12-20","false","BILT","false","","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-03-20","0.01","","402,000","USD","","","","","","","65","USD","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","2I65BYED3","","REDID","","","","","CALL","EUROPEAN","","","","","","","","",""
"882742513","","NEWT","TRAD","2024-01-25T21:43:55Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T21:43:55Z","2023-09-20","2024-05-15","","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","100000000+","","USD","","","","2024-05-15","0.01","","37,999.62","USD","","","","","","","1","USD","false","","","","","1","A004","","","","","","","","37999.62000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","","2I65BYED3","","REDID","CDX-NAIGS41V1-5Y","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882743600","","NEWT","TRAD","2024-01-25T21:35:05Z","","CR","Credit:Swaptions:CDX:CDXSwaption","I","false","2024-01-25T21:35:05Z","2024-01-26","2024-06-20","2028-12-20","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-06-20","0.01","","119,497.0125","USD","","","","","","","0.8","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","9EI01QKW2","","CUSIP","CDX.NA.IG.41","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882743699","795813592","MODI","NOVA","2024-01-25T21:48:12Z","true","CR","Credit:IndexTranche:CDX:StandardCDXTrancheHY","N","false","2023-02-01T21:37:01Z","2022-09-20","2027-12-20","","true","BILT","false","false","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","3121827.11481","MNTH","","","","3","","","","UFRO","USD","USD","","","","","true","0.98","2I65BRAA9","","REDID","CDX.NA.HY.39","","","","","","false","","","","","","","","Cash"
"882744340","795813602","MODI","NOVA","2024-01-25T21:48:56Z","true","CR","Credit:IndexTranche:CDX:StandardCDXTrancheHY","N","false","2023-03-29T20:48:12Z","2022-09-20","2027-12-20","","true","BILT","false","false","false","3,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","4125161.41678","MNTH","","","","3","","","","UFRO","USD","USD","","","","","true","0.98","2I65BRAA9","","REDID","CDX.NA.HY.39","","","","","","false","","","","","","","","Cash"
"882745152","","NEWT","TRAD","2024-01-25T17:54:06Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T17:54:06Z","2023-09-20","2024-04-17","","false","BILT","false","false","true","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","100000000+","","USD","","","","2024-04-17","1.055","","1,237,500","USD","","","","","","","105.5","USD","false","","","","","1","A004","","","","","","","","1237500.00000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","","2I65BRAB1","","REDID","CDX-NAHYS41V2-5Y","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"882745199","","NEWT","TRAD","2024-01-25T17:54:06Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-25T17:54:06Z","2023-09-20","2024-04-17","","false","BILT","false","false","true","100,000,000+","","USD","","","","","","","","","","","","","","","","","","100000000+","","USD","","","","","","","","2024-04-17","1.025","","425,700","USD","","","","","","","102.5","USD","false","","","","","1","A004","","","","","","","","425700.00000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","","2I65BRAB1","","REDID","CDX-NAHYS41V2-5Y","","","","CALL","EUROPEAN","false","","","","","","","","Physical"
