Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"879236192","","NEWT","TRAD","2024-01-23T15:08:58Z","false","CR","Credit:Index:iTraxx:iTraxxEurope","N","true","2024-01-23T15:08:58Z","2023-09-20","2028-12-20","","false","BILT","false","false","false","25,000,000","","EUR","","","","","","","","","","","","25000000","","2023-09-20","","","","","","","","","","","","","","","0.01","","","","","","","","USD","EUR","","","false","","","3","","","A004","","","","","","","","","MNTH","","","","3","","","","","","EUR","","","","","false","","2I667DCO0","","REDID","iTraxx Europe Senior Financials Series 40 Version 1","","","","","","false","","","","","","","",""
"879236239","","NEWT","TRAD","2024-01-23T15:08:18Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-23T15:08:18Z","2024-01-24","2024-03-20","2028-12-20","false","BILT","false","false","false","70,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-03-20","0.01","","29,330","USD","","","","","","","0.7","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","9EI01QKW2","","CUSIP","CDX.NA.IG.41","","","","PUT","EUROPEAN","true","","","","4","","4","","Physical"
"879504832","","NEWT","TRAD","2024-01-23T19:03:53Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-23T19:03:53Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","50,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.005569","","","","","","false","","","3","","","A004","","","","","","","","1024608.51000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"879233170","","NEWT","TRAD","2024-01-23T14:57:49Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","false","2024-01-23T14:57:49Z","2024-01-24","2028-12-20","","","TWSF","false","true","","30,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.032765","","","","","","false","","","3","","","A004","","","","","","","","2261881.48000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I667KKS6","","REDID","","","","","","","false","","","","","","","",""
"879236270","","NEWT","TRAD","2024-01-23T15:12:40Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T15:12:40Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","10,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0105815","","","","","","false","","","3","","","A004","","","","","","","","623810.00000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"879236295","","NEWT","TRAD","2024-01-23T15:12:55Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:12:55Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","9,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.032671","","","","","","false","","","3","","","A004","","","","","","","","682259.16000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I667KKS6","","REDID","MKIT ITRX EUR XOVER 12/28 ICE","","","","","","false","","","","","","","",""
"879228935","","NEWT","TRAD","2024-01-23T14:34:55Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T14:34:55Z","2024-01-24","2028-12-20","","false","BBSF","false","true","","30,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.01057675","","","","","","false","","","3","","","A004","","","","","","","","1857322.50000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"879230735","","NEWT","TRAD","2024-01-23T14:49:29Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T14:49:29Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","70,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.006025","","","","","","false","","","3","","","A004","","","","","","","","1333623.22000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I666VDI3","","REDID","MARKIT ITRX EUROPE 12/28 ICE","","","","","","false","","","","","","","",""
"879230819","","NEWT","TRAD","2024-01-23T14:50:08Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-23T14:50:08Z","2024-01-24","2028-12-20","","","TWSF","false","false","","10,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.005515","","","","","","false","","","3","","","A004","","","","","","","","207343.01000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","",""
"879236426","","NEWT","TRAD","2024-01-23T15:13:50Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:13:50Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","20,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.006025","","","","","","false","","","3","","","A004","","","","","","","","381035.20000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I666VDI3","","REDID","MARKIT ITRX EUROPE 12/28 ICE","","","","","","false","","","","","","","",""
"879236525","","NEWT","TRAD","2024-01-23T15:14:28Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:14:28Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","1,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0060052","","","","","","false","","","3","","","A004","","","","","","","","19143.26000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I666VDI3","","REDID","MARKIT ITRX EUROPE 12/28 ICE","","","","","","false","","","","","","","",""
"879236607","","NEWT","TRAD","2024-01-23T15:14:57Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","false","2024-01-23T15:14:57Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","30,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.00694185","","","","","","false","","","3","","","A004","","","","","","","","444913.24000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I667DCO0","","REDID","MKIT ITRX EUR SNR FIN 12/28 I","","","","","","false","","","","","","","",""
"879236643","","NEWT","TRAD","2024-01-23T15:15:13Z","","CR","Credit:Index:CDX:CDXIG","I","false","2024-01-23T15:15:13Z","2024-01-24","2028-12-20","","","TWSF","false","false","","30,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0055334","","","","","","false","","","3","","","A004","","","","","","","","619553.56000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","",""
"879236707","","NEWT","TRAD","2024-01-23T15:15:42Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T15:15:42Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","25,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.01058025","","","","","","false","","","3","","","A004","","","","","","","","1556431.25000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"879236736","879235722","TERM","ETRM","2024-01-23T15:09:40Z","","CR","Credit:IndexTranche:CDX:StandardCDXTrancheHY","N","","2024-01-23T15:09:40Z","2022-09-20","2027-12-20","","true","BILT","false","","false","23,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","","","","","","","","","1194540.73650","","","","","","","","","UFRO","USD","","","","","","true","","2I65BRAA9","","REDID","","","","","","","","","","","","","","",""
"879236737","","NEWT","TRAD","2024-01-23T15:15:51Z","","CR","Credit:IndexTranche:CDX:StandardCDXTrancheHY","N","false","2024-01-23T15:09:40Z","2022-09-20","2027-12-20","","true","BILT","false","false","false","23,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","USD","","","","","true","0.98","2I65BRAA9","","REDID","CDX.NA.HY.39","","","","","","true","9.9999999999","","3","","","","","Cash"
"879236799","","NEWT","TRAD","2024-01-23T15:16:24Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:16:24Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","20,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.006019","","","","","","false","","","3","","","A004","","","","","","","","381589.75000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I666VDI3","","REDID","MARKIT ITRX EUROPE 12/28 ICE","","","","","","false","","","","","","","",""
"879236966","","NEWT","TRAD","2024-01-23T15:16:57Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T15:16:57Z","2024-01-24","2028-12-20","","","TWSF","false","false","","25,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.01058051","","","","","","false","","","3","","","A004","","","","","","","","1557074.75000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","","","","","","","false","","","","","","","",""
"879237662","","NEWT","TRAD","2024-01-23T15:17:33Z","","CR","Credit:Index:CDX:CDXHY","I","false","2024-01-23T15:17:33Z","2024-01-24","2028-12-20","","","TWSF","false","false","","4,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0096545","","","","","","false","","","3","","","A004","","","","","","","","134311.26295","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BZFE7","","REDID","","","","","","","false","","","","","","","",""
"879237828","","NEWT","TRAD","2024-01-23T15:18:03Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-23T15:18:03Z","2024-01-24","2028-12-20","","","TWSF","false","false","","29,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0055255","","","","","","false","","","3","","","A004","","","","","","","","599927.32696","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","",""
"879234299","","NEWT","TRAD","2024-01-23T15:03:45Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:03:45Z","2024-01-24","2028-12-20","","false","BBSF","false","true","","91,890,000+","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0059","","","","","","false","","","3","","","A004","","","","","","","","1803777.32778","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I666VDI3","","REDID","MARKIT ITRX EUROPE 12/28 ICE","","","","","","false","","","","","","","",""
"879238571","","NEWT","TRAD","2024-01-23T15:18:58Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:18:58Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","22,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0327","","","","","","false","","","3","","","A004","","","","","","","","1664957.60000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I667KKS6","","REDID","MKIT ITRX EUR XOVER 12/28 ICE","","","","","","true","0.007435","","3","","","","",""
"879238634","","NEWT","TRAD","2024-01-23T15:19:02Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T15:19:02Z","2024-01-24","2028-12-20","","","TWSF","false","false","","4,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0105805","","","","","","false","","","3","","","A004","","","","","","","","249129.09616","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","","","","","","","false","","","","","","","",""
"879239504","","NEWT","TRAD","2024-01-23T14:59:41Z","","CR","Credit:Exotic:Other","N","false","2024-01-23T14:59:41Z","2023-02-15","2053-02-15","","false","BILT","false","false","false","80,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03625","0.03625","","","","","","","","","","","false","","","","","","A015","","","","","","","","","MNTH","","","","6","","","","","","USD","","","","","false","","US912810TN81;912810TN8","","ISIN;CUSIP","","","","","","","false","","","","","","","",""
"879239577","","NEWT","TRAD","2024-01-23T15:20:17Z","","CR","Credit:Index:iTraxx:iTraxxEurope","I","true","2024-01-23T15:20:17Z","2024-01-24","2027-12-20","","false","BBSF","false","false","","10,000,000","","EUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.004725","","","","","","false","","","3","","","A004","","","","","","","","204529.74000","MNTH","","","","3","","","","UFRO","EUR","","","","","","false","1","2I666VDB8","","REDID","MARKIT ITRX EUROPE 12/27 LCH","","","","","","false","","","","","","","",""
"879476569","","NEWT","TRAD","2024-01-23T17:24:36Z","","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-23T17:24:36Z","2024-01-24","2065-04-17","","false","BILT","false","false","false","10,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","false","","","","","","A004","","","","","","","","1638333.33000","MNTH","","","","1","","","","UFRO","USD","USD","","","","","false","1","137BERAP2","","REDID","CMBX.NA.BBB-.16","","","","","","false","","","","","","","","Cash"
"879477592","","NEWT","TRAD","2024-01-23T18:15:57Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T18:15:57Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.01056582","","","","","","false","","","3","","","A004","","","","","","","","304143.40000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"879463747","","NEWT","TRAD","2024-01-23T18:01:33Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T18:01:33Z","2024-01-24","2027-12-20","","false","BBSF","false","true","","83,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0106125","","","","","","false","","","3","","","A004","","","","","","","","5377474.53498","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.98","2I65BRAA9","","REDID","MARKIT CDX.NA.HY.39 12/27 ICE","","","","","","true","1.06125","","3","","","","",""
"879478725","","NEWT","TRAD","2024-01-23T18:16:48Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T18:16:48Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","10,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.010565","","","","","","false","","","3","","","A004","","","","","","","","607476.94392","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"879507599","","NEWT","TRAD","2024-01-23T19:10:04Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-23T19:10:04Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","25,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.005579","","","","","","false","","","3","","","A004","","","","","","","","511183.56000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"878321830","861547652","TERM","ETRM","2024-01-23T06:02:45Z","","CR","Credit:Exotic:Other","N","false","2024-01-11T07:29:15Z","2024-01-16","2024-02-16","","true","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","A008","","","","","","","","19.50174","MNTH","","","","3","","","","UWIN","USD","USD","","","","","false","","IDG000023904","","ISIN","INDOGB 0.000% 15-Apr-2029 (101)","","","","","","false","","","","","","","","Cash"
"879509892","","NEWT","TRAD","2024-01-23T19:13:44Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-23T19:13:44Z","2024-01-24","2028-12-20","","false","BBSF","false","false","","19,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0105682","","","","","","false","","","3","","","A004","","","","","","","","1160216.38079","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"879510068","","NEWT","TRAD","2024-01-23T19:14:28Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-23T19:14:28Z","2024-01-24","2028-12-20","","","TWSF","false","false","","71,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0055797","","","","","","false","","","3","","","A004","","","","","","","","1451544.73703","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","",""
