Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
"1154757116","","NEWT","TRAD","2024-09-13T19:40:02Z","","FX","","N","false","2024-09-13T19:40:02Z","2024-09-13","2024-10-01","","false","BILT","false","false","true","1,000,000","5,573,417","USD","BRL","","","","","","","","","","","","","","","","","","","","","5.5734","USD/BRL","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","BRL","","","","false","","","","","","","","","","","false","","","","","","","","","QZNBXTJVG1Q4","NA/Fwd NDF BRL USD","BRL USD"
"1155053423","","NEWT","TRAD","2024-09-15T23:58:43Z","","FX","","N","false","2024-09-15T23:58:43Z","2024-09-13","2024-10-04","2024-10-08","false","BILT","false","false","false","904,761","95,000,000","CAD","JPY","","","","","","","","","","","","","","","","","94999905","JPY","904761","CAD","105","CAD/JPY","2024-10-04","","","19,271.4093","CAD","","","","","","","105","CAD/JPY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","true","9.9999999999","","3","","","","","","QZMSKD5BV5LB","NA/O Van Put CAD JPY","CAD JPY"
"1155053424","","NEWT","TRAD","2024-09-15T23:58:53Z","","FX","","N","false","2024-09-15T23:58:53Z","2024-09-13","2024-10-04","2024-10-08","false","BILT","false","false","false","904,761","95,000,000","CAD","JPY","","","","","","","","","","","","","","","","","94999905","JPY","904761","CAD","105","CAD/JPY","2024-10-04","","","19,271.4093","CAD","","","","","","","105","CAD/JPY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","true","9.9999999999","","3","","","","","","QZMSKD5BV5LB","NA/O Van Put CAD JPY","CAD JPY"
"1155053233","1033987221","MODI","TRAD","2024-09-15T23:45:57Z","false","FX","","N","false","2024-06-13T12:53:59Z","2024-06-13","2024-09-18","","false","XOFF","false","false","false","87,393,147","16,000,000","BRL","USD","","","","","","","","","","","","","","","","","","","","","5.46207","USD/BRL","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ95QCJX1JRX","NA/Fwd NDF BRL USD","BRL USD"
"1155053226","1154352459","MODI","TRAD","2024-09-15T23:44:28Z","false","FX","","N","false","2024-09-13T14:39:15Z","2024-09-13","2024-09-18","","false","THRE","false","false","false","1,995,456","530,000","PEN","USD","","","","","","","","","","","","","","","","","","","","","3.765","USD/PEN","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ890DB5K3VD","NA/Fwd NDF PEN USD","PEN USD"
"1155053227","1154352460","MODI","TRAD","2024-09-15T23:44:25Z","false","FX","","N","false","2024-09-13T14:39:15Z","2024-09-13","2024-09-18","","false","THRE","false","false","false","26,355,117","7,000,000","PEN","USD","","","","","","","","","","","","","","","","","","","","","3.765","USD/PEN","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ890DB5K3VD","NA/Fwd NDF PEN USD","PEN USD"
"1155053204","","NEWT","TRAD","2024-09-15T22:34:23Z","","FX","","N","false","2024-09-15T22:34:23Z","2024-09-13","2024-12-19","","false","BILT","false","false","false","9,715,600","550,000,000","AUD","INR","","","","","","","","","","","","","","","","","","","","","56.60997","AUD/INR","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","AUD","","","","false","","","","","","","","","","","false","","","","","","","","","QZS5FK6Z7R3R","NA/Fwd NDF AUD INR","AUD INR"
"1155053165","","NEWT","TRAD","2024-09-15T23:01:48Z","","FX","","N","false","2024-09-15T23:01:48Z","2024-09-16","2024-09-19","","false","BILT","false","false","true","1,900","106,121","AUD","INR","","","","","","","","","","","","","","","","","","","","","55.8528","AUD/INR","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","AUD","","","","false","","","","","","","","","","","false","","","","","","","","","QZS5FK6Z7R3R","NA/Fwd NDF AUD INR","AUD INR"
"1155052936","1155052935","CORR","","2024-09-15T20:52:29Z","","FX","","N","false","2024-09-15T20:41:50Z","2024-09-15","2024-10-17","","false","BILT","false","false","true","10,000,000,000","10,010,000","ARS","USD","","","","","","","","","","","","","","","","","","","","","999","USD/ARS","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ9L91GTWPT3","NA/Fwd NDF ARS USD","ARS USD"
"1155052935","","NEWT","TRAD","2024-09-15T20:41:50Z","","FX","","N","false","2024-09-15T20:41:50Z","2024-09-15","2024-10-17","","false","BILT","false","false","true","10,000,000,000","10,010,000","ARS","USD","","","","","","","","","","","","","","","","","","","","","999","USD/ARS","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ9L91GTWPT3","NA/Fwd NDF ARS USD","ARS USD"
"1155052740","950577784","CORR","","2018-06-22T09:38:12Z","","FX","","N","false","2018-06-21T13:53:45Z","2018-06-21","2018-07-10","","false","BILT","false","false","false","13,000,000","203,474","RUB","USD","","","","","","","","","","","","","","","","","","","","","63.79","USD/RUB","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ1HV95GMQJF","NA/Swaps NDS RUB USD","RUB USD"
"1155052741","950577872","CORR","","2018-06-22T09:38:12Z","","FX","","N","false","2018-06-21T06:32:14Z","2018-06-21","2018-07-10","","false","BILT","false","false","false","29,000,000","453,904","RUB","USD","","","","","","","","","","","","","","","","","","","","","63.89","USD/RUB","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ1HV95GMQJF","NA/Swaps NDS RUB USD","RUB USD"
"1155052742","950577305","CORR","","2018-06-22T09:38:12Z","","FX","","N","false","2018-06-21T06:32:14Z","2018-06-21","2018-07-10","","false","BILT","false","false","false","330,000,000","5,165,105","RUB","USD","","","","","","","","","","","","","","","","","","","","","63.79","USD/RUB","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZ1HV95GMQJF","NA/Swaps NDS RUB USD","RUB USD"
"1155052743","950577714","CORR","","2018-06-22T09:38:12Z","","FX","","N","false","2018-06-21T06:32:14Z","2018-06-21","2018-07-10","","false","BILT","false","false","false","48,000,000","751,292","RUB","USD","","","","","","","","","","","","","","","","","","","","","63.89","USD/RUB","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZMFG07XM212","NA/Fwd NDF RUB USD","RUB USD"
"1155052721","950577721","CORR","","2018-06-22T09:38:12Z","","FX","","N","false","2018-06-21T06:32:14Z","2018-06-21","2018-07-10","","false","BILT","false","false","false","19,000,000","297,385","RUB","USD","","","","","","","","","","","","","","","","","","","","","63.89","USD/RUB","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","false","","","","","","","","","QZMFG07XM212","NA/Fwd NDF RUB USD","RUB USD"
