Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"881241141","","NEWT","NOVA","2024-01-24T22:18:54Z","false","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T22:18:20Z","2024-01-24","2057-10-17","","false","XXXX","false","false","false","700,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","","","","","","200","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","137BEOAH7","","REDID","","","","","","","false","","","","","","","","Physical"
"881241142","","NEWT","NOVA","2024-01-24T22:18:56Z","false","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T22:18:20Z","2024-01-24","2057-10-17","","false","XXXX","false","false","false","650,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","","","","","","200","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","137BEOAH7","","REDID","","","","","","","false","","","","","","","","Physical"
"881241143","","NEWT","NOVA","2024-01-24T22:18:49Z","false","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T22:18:20Z","2024-01-24","2057-10-17","","false","XXXX","false","false","false","4,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","","","","","200","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","137BEOAH7","","REDID","","","","","","","false","","","","","","","","Physical"
"881241144","","NEWT","NOVA","2024-01-24T22:18:49Z","false","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T22:18:20Z","2024-01-24","2057-10-17","","false","XXXX","false","false","false","700,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","","","","","200","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","137BEOAH7","","REDID","","","","","","","false","","","","","","","","Physical"
"881241145","","NEWT","NOVA","2024-01-24T22:18:54Z","false","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T22:18:20Z","2024-01-24","2057-10-17","","false","XXXX","false","false","false","4,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","","","","","","200","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","137BEOAH7","","REDID","","","","","","","false","","","","","","","","Physical"
"881241146","","NEWT","NOVA","2024-01-24T22:18:50Z","false","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T22:18:20Z","2024-01-24","2057-10-17","","false","XXXX","false","false","false","650,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","","","","","200","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","137BEOAH7","","REDID","","","","","","","false","","","","","","","","Physical"
"881241199","881132672","EROR","","2024-01-24T22:21:44Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-24T19:16:09Z","2023-09-20","2024-04-17","2028-12-20","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-04-17","0.05","","413,325","USD","","","","","","","1.03","USD","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","","2I65BRAB1","","REDID","","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"881241989","126733021","MODI","TRAD","2024-01-24T22:21:52Z","false","CR","Credit:Index:ABX:ABXHE","N","false","2008-06-04T04:00:00Z","2008-06-04","2045-07-25","","false","XXXX","false","false","false","300,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0032","","","","","","7,000","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","1","0A08AGAA9","","REDID","","","","","","","false","","","","","","","","Physical"
"881244651","","NEWT","NOVA","2024-01-24T22:35:17Z","false","CR","Credit:Index:ABX:ABXHE","N","false","2024-01-24T22:34:27Z","2024-01-24","2045-07-25","","false","XXXX","false","false","false","300,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0032","0.0032","","","","","32","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","0.2203985","0A08AGAA9","","REDID","","","","","","","false","","","","","","","","Physical"
"881244652","","NEWT","NOVA","2024-01-24T22:35:10Z","false","CR","Credit:Index:ABX:ABXHE","N","false","2024-01-24T22:34:27Z","2024-01-24","2045-07-25","","false","XXXX","false","false","false","300,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0032","","","","","","32","","","","","","false","","","4","","","A004","","","","","","","","","MNTH","","","","1","","","","","","","","","","","false","0.2203985","0A08AGAA9","","REDID","","","","","","","false","","","","","","","","Physical"
"881247020","880857483","EROR","","2024-01-24T15:50:29Z","","CR","Credit:Index:CMBX:CMBX","N","","2024-01-24T15:50:29Z","2024-01-24","2057-10-17","","false","BILT","false","","false","15,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","","false","1","137BERAH0","","REDID","","","","","","","false","","","","","","","",""
"881163337","","NEWT","TRAD","2024-01-24T21:22:56Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T21:22:56Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","15,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.00559726","","","","","","false","","","3","","","A004","","","","","","","","305768.30000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"881163810","","NEWT","TRAD","2024-01-24T21:23:08Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T21:23:08Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","50,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0055986","","","","","","false","","","3","","","A004","","","","","","","","1018927.52000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"881168238","","NEWT","TRAD","2024-01-24T21:18:43Z","","CR","Credit:Index:CDX:CDXEmergingMarkets","I","false","2024-01-24T21:18:43Z","2023-09-20","2028-12-20","2028-12-20","false","BILT","false","false","false","1,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BZFE7","","REDID","","","","","","","false","","","","","","","","Physical"
"881173078","","NEWT","TRAD","2024-01-24T21:25:33Z","","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T21:25:33Z","2024-01-24","2061-08-17","2061-08-17","false","BILT","false","false","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","true","","","","","","A004","","","","","","","","1766666.67000","MNTH","","","","1","","","","UFRO","USD","","","","","","false","1","137BEMAK4","","REDID","","","","","","","false","","","","","","","","Physical"
"881147096","","NEWT","TRAD","2024-01-24T21:14:34Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T21:14:34Z","2024-01-25","2028-12-20","","","TWSF","false","true","","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.005499","","","","","","false","","","3","","","A004","","","","","","","","2082283.35193","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","",""
"881192221","","NEWT","TRAD","2024-01-24T21:31:57Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T21:31:57Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","2,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.00558696","","","","","","false","","","3","","","A004","","","","","","","","40861.29785","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"881214681","","NEWT","TRAD","2024-01-24T21:45:01Z","","CR","Credit:IndexTranche:CDX:StandardCDXTrancheHY","N","false","2024-01-24T21:45:01Z","2021-09-20","2026-12-20","2026-12-20","false","BILT","false","false","false","20,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.97","2I65BRAA6","","REDID","","","","","","","false","","","","","","","","Physical"
"881214682","","NEWT","TRAD","2024-01-24T21:44:46Z","","CR","Credit:Index:CDX:CDXIG","N","false","2024-01-24T21:44:46Z","2022-09-20","2027-12-20","2027-12-20","false","BILT","false","false","false","3,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BYEB7","","REDID","","","","","","","false","","","","","","","","Physical"
"881215083","","NEWT","TRAD","2024-01-24T21:47:02Z","","CR","Credit:Index:CDX:CDXIG","N","false","2024-01-24T21:47:02Z","2023-03-20","2028-06-20","2028-06-20","false","BILT","false","false","false","900,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BYEC5","","REDID","","","","","","","false","","","","","","","","Physical"
"881216617","","NEWT","TRAD","2024-01-24T21:51:41Z","","CR","Credit:Index:CDX:CDXIG","N","false","2024-01-24T21:51:41Z","2023-09-20","2033-12-20","2033-12-20","false","BILT","false","false","false","700,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","","Physical"
"881217071","","NEWT","TRAD","2024-01-24T21:52:36Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-24T21:52:36Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","2,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.01057375","","","","","","false","","","3","","","A004","","","","","","","","123502.18458","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"881222712","","NEWT","TRAD","2024-01-24T21:53:55Z","","CR","Credit:Index:CDX:CDXIG","N","false","2024-01-24T21:53:55Z","2023-09-20","2033-12-20","2033-12-20","false","BILT","false","false","false","500,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","","","","","","","false","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","","Physical"
"881141626","","NEWT","TRAD","2024-01-24T20:55:25Z","","CR","Credit:TotalReturnSwapIndex:iBoxx","N","false","2024-01-24T20:55:25Z","2024-01-25","2024-03-20","","false","BILT","false","false","false","75,000,000","75,000,000","USD","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","A004","","","A004","","DAIL","","1","400789.39000","EXPI","","","MNTH","1","","","3","UFRO","USD","USD","USD","","","","false","","4J623WAA9","","REDID","iBoxx USD Liquid Leveraged Loans Index","","","","","","false","","","","","","","","Cash"
"881141658","","NEWT","TRAD","2024-01-24T20:55:47Z","","CR","Credit:TotalReturnSwapIndex:iBoxx","N","false","2024-01-24T20:55:47Z","2024-01-25","2024-09-20","","false","BILT","false","false","false","75,000,000","75,000,000","USD","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","A004","","","A004","","DAIL","","1","400789.39000","EXPI","","","MNTH","1","","","3","UFRO","USD","USD","USD","","","","false","","4J623WAA9","","REDID","iBoxx USD Liquid Leveraged Loans Index","","","","","","false","","","","","","","","Cash"
"881141774","","NEWT","TRAD","2024-01-24T20:57:45Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-24T20:57:45Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","25,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.010569","","","","","","false","","","3","","","A004","","","","","","","","1532025.00000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"881141775","","NEWT","TRAD","2024-01-24T20:57:40Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T20:57:40Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","14,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.005584","","","","","","false","","","3","","","A004","","","","","","","","286214.22978","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"881141783","","NEWT","TRAD","2024-01-24T20:57:54Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-24T20:57:54Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","6,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0105707","","","","","","false","","","3","","","A004","","","","","","","","368695.80000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"881141844","","NEWT","TRAD","2024-01-24T20:58:59Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T20:58:59Z","2024-01-25","2028-12-20","","","TWSF","false","false","","41,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.0055915","","","","","","false","","","3","","","A004","","","","","","","","836828.33810","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","",""
"881141906","","NEWT","TRAD","2024-01-24T20:59:34Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-24T20:59:34Z","2024-01-25","2028-12-20","","false","BBSF","false","false","","100,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.01056947","","","","","","false","","","3","","","A004","","","","","","","","6132.75000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.99","2I65BRAB1","","REDID","MARKIT CDX.NA.HY.41 12/28 ICE","","","","","","false","","","","","","","",""
"881141911","881139020","CORR","","2024-01-24T20:19:10Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-24T20:19:10Z","2024-01-25","2024-06-20","2028-12-20","false","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-06-20","0.01","","68,503.425","USD","","","","","","","1","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","9EI01QKW2","","CUSIP","CDX.NA.IG.41","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"881141921","","NEWT","TRAD","2024-01-24T20:59:37Z","","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T20:59:37Z","2024-01-24","2072-12-16","","false","BILT","false","false","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","false","","","","","","A004","","","","","","","","1058593.75000","MNTH","","","","1","","","","UFRO","USD","USD","","","","","false","1","137BERAM9","","REDID","CMBX.NA.BBB-.13","","","","","","false","","","","","","","","Cash"
"881140707","","NEWT","TRAD","2024-01-24T20:45:20Z","","CR","Credit:Index:CDX:CDXIG","I","true","2024-01-24T20:45:20Z","2024-01-25","2028-12-20","","false","BBSF","false","true","","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","0.005555","","","","","","false","","","3","","","A004","","","","","","","","2057400.70695","MNTH","","","","3","","","","UFRO","USD","","","","","","false","1","2I65BYED3","","REDID","MARKIT CDX.NA.IG.41 12/28 ICE","","","","","","false","","","","","","","",""
"881141985","881137355","EROR","","2024-01-24T21:00:08Z","","CR","Credit:Exotic:Other","N","false","2024-01-24T19:53:36Z","2023-12-20","2024-03-20","","false","BILT","false","false","false","30,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.32125","","","","","","332","","","","","","false","","","4","","","A001","","","","","","","","160.31576","MNTH","","","","3","","","","UFRO","USD","","","","","","false","","GB00B4K07738","","ISIN","IBOXHY","","","","","EUROPEAN","false","","","","","","","",""
"881142048","","NEWT","TRAD","2024-01-24T21:00:39Z","","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T21:00:39Z","2024-01-24","2059-11-17","","false","BILT","false","false","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","2004166.67000","MNTH","","","","1","","","","UFRO","USD","USD","","","","","false","1","137BEMAI9","","REDID","CMBX.NA.BB.10","","","","","","false","","","","","","","","Cash"
