Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"881247355","871940006","MODI","TRAD","2024-01-24T23:01:43Z","false","CR","Credit:TotalReturnSwap","N","false","2024-01-19T21:37:19Z","2024-01-22","2024-02-22","","false","BILT","false","false","false","52,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0600114","","","","","","","","","","","","false","","","","","","A020","","","","","","","","","YEAR","","","","1","","","","","","USD","","","","","true","","US451102BT32;US92210KAD00;US100018AA89;US251526BN89;US17302XAN66;US893830BQ11;US51818LAA61;US51818LAB45","","BASKET","ICAHN ENTERPRISES LP/ICAHN","","","","","","false","","","","","","","",""
"881247960","","NEWT","TRAD","2024-01-24T23:10:02Z","","CR","Credit:TotalReturnSwap","N","false","2024-01-24T23:10:02Z","2024-01-26","2024-02-23","","true","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","","","","A020","","","","","","","","","MNTH","","","","3","","","USD","","","","","false","",".GSUCPD01","","RIC","","","","","","","false","","","","","","","","Cash"
"881248079","","NEWT","TRAD","2024-01-24T23:20:51Z","","CR","Credit:TotalReturnSwap","N","false","2024-01-24T23:20:51Z","2024-01-26","2024-02-23","","true","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","","","","A020","","","","","","","","","MNTH","","","","3","","","USD","","","","","false","",".GSUCPD05","","RIC","","","","","","","false","","","","","","","","Cash"
"881248101","","NEWT","TRAD","2024-01-24T23:23:04Z","","CR","Credit:TotalReturnSwap","N","false","2024-01-24T23:23:04Z","2024-01-26","2024-02-23","","true","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","false","","","","","","","","","A020","","","","","","","","","MNTH","","","","3","","","USD","","","","","false","",".GSUCPD06","","RIC","","","","","","","false","","","","","","","","Cash"
"881224386","","NEWT","TRAD","2024-01-24T21:56:54Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-24T17:37:42Z","2024-01-24","2024-04-17","2028-12-20","true","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-04-17","0.05","","688,050","USD","","","","","","","0.0104","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"881224387","","NEWT","TRAD","2024-01-24T21:56:36Z","","CR","Credit:Swaptions:CDX:CDXSwaption","N","false","2024-01-24T18:56:04Z","2024-01-24","2024-04-17","2028-12-20","true","BILT","false","false","false","100,000,000+","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024-04-17","0.05","","334,125","USD","","","","","","","0.0102","","false","","","","","3","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","0.99","2I65BRAB1","","REDID","CDX.NA.HY.41-V2","","","","PUT","EUROPEAN","false","","","","","","","","Physical"
"881212855","","NEWT","TRAD","2024-01-24T21:42:52Z","","CR","Credit:Index:CDX:CDXHY","I","true","2024-01-24T21:42:52Z","2024-01-25","2026-12-20","","false","BBSF","false","true","","90,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.0107","","","","","","false","","","3","","","A004","","","","","","","","6547500.00000","MNTH","","","","3","","","","UFRO","USD","","","","","","false","0.97","2I65BRAA6","","REDID","MARKIT CDX.NA.HY.37 12/26 ICE","","","","","","true","0.0107","","3","","","","",""
"881240456","881142048","TERM","ETRM","2024-01-24T21:00:39Z","","CR","Credit:Index:CMBX:CMBX","N","","2024-01-24T21:00:39Z","2024-01-24","2059-11-17","","false","BILT","false","","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","","","","","","","","","2004166.67000","","","","","","","","","UFRO","USD","","","","","","false","","137BEMAI9","","REDID","","","","","","","","","","","","","","",""
"881240457","","NEWT","TRAD","2024-01-24T21:00:39Z","","CR","Credit:Index:CMBX:CMBX","N","false","2024-01-24T21:00:39Z","2024-01-24","2059-11-17","","false","BILT","false","false","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","false","","","","","","A004","","","","","","","","2004166.67000","MNTH","","","","1","","","","UFRO","USD","USD","","","","","false","1","137BEMAI9","","REDID","CMBX.NA.BB.10","","","","","","false","","","","","","","","Cash"
"881240744","881136730","EROR","","2024-01-24T22:20:27Z","","CR","Credit:IndexTranche:CDX:StandardCDXTrancheIG","N","false","2024-01-24T18:33:27Z","2023-09-20","2028-12-20","2028-12-20","false","BILT","false","false","false","5,000,000","","USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","","","","","","","","","","true","","","","","","A004","","","","","","","","","MNTH","","","","3","","","","","","","","","","","false","1","2I65BYED3","","REDID","","","","","","","false","","","","","","","","Physical"
