"Dissemination Identifier","Original Dissemination Identifier","Action type","Event type","Event timestamp","Amendment indicator","Asset Class","Product name","Cleared","Mandatory clearing indicator","Execution Timestamp","Effective Date","Expiration Date","Maturity date of the underlier","Non-standardized term indicator","Platform identifier","Prime brokerage transaction indicator","Block trade election indicator","Large notional off-facility swap election indicator","Notional amount-Leg 1","Notional amount-Leg 2","Notional currency-Leg 1","Notional currency-Leg 2","Notional quantity-Leg 1","Notional quantity-Leg 2","Total notional quantity-Leg 1","Total notional quantity-Leg 2","Quantity frequency multiplier-Leg 1","Quantity frequency multiplier-Leg 2","Quantity unit of measure-Leg 1","Quantity unit of measure-Leg 2","Quantity frequency-Leg 1","Quantity frequency-Leg 2","Notional amount in effect on associated effective date-Leg 1","Notional amount in effect on associated effective date-Leg 2","Effective date of the notional amount-Leg 1","Effective date of the notional amount-Leg 2","End date of the notional amount-Leg 1","End date of the notional amount-Leg 2","Call amount","Call currency","Put amount","Put currency","Exchange rate","Exchange rate basis","First exercise date","Fixed rate-Leg 1","Fixed rate-Leg 2","Option Premium Amount","Option Premium Currency","Price","Price unit of measure","Spread-Leg 1","Spread-Leg 2","Spread currency-Leg 1","Spread currency-Leg 2","Strike Price","Strike price currency/currency pair","Post-priced swap indicator","Price currency","Price notation","Spread notation-Leg 1","Spread notation-Leg 2","Strike price notation","Fixed rate day count convention-leg 1","Fixed rate day count convention-leg 2","Floating rate day count convention-leg 1","Floating rate day count convention-leg 2","Floating rate reset frequency period-leg 1","Floating rate reset frequency period-leg 2","Floating rate reset frequency period multiplier-leg 1","Floating rate reset frequency period multiplier-leg 2","Other payment amount","Fixed rate payment frequency period-Leg 1","Floating rate payment frequency period-Leg 1","Fixed rate payment frequency period-Leg 2","Floating rate payment frequency period-Leg 2","Fixed rate payment frequency period multiplier-Leg 1","Floating rate payment frequency period multiplier-Leg 1","Fixed rate payment frequency period multiplier-Leg 2","Floating rate payment frequency period multiplier-Leg 2","Other payment type","Other payment currency","Settlement currency-Leg 1","Settlement currency-Leg 2","Settlement location","Collateralisation category","Custom basket indicator","Index factor","Underlier ID-Leg 1","Underlier ID-Leg 2","Underlier ID source-Leg 1","Underlying Asset Name","Underlying asset subtype or underlying contract subtype-Leg 1","Underlying asset subtype or underlying contract subtype-Leg 2","Embedded Option type","Option Type","Option Style","Package indicator","Package transaction price","Package transaction price currency","Package transaction price notation","Package transaction spread","Package transaction spread currency","Package transaction spread notation","Physical delivery location-Leg 1","Delivery Type","Unique Product Identifier","UPI FISN","UPI Underlier Name"
"3267659342000001101","","NEWT","TRAD","2026-05-22T03:19:06Z","","FX","","N","FALSE","2026-05-22T02:32:13Z","2026-05-22","2026-09-16","","FALSE","BILT","TRUE","FALSE","TRUE","49,553,518","883,392,226,148+","USD","IDR","","","","","","","","","","","","","","","","","","","","","17,827","USD/IDR","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZQR57LHTLB2","NA/Fwd NDF IDR USD","IDR USD"
"3267658691000001801","","NEWT","TRAD","2026-05-22T03:18:35Z","","FX","","N","FALSE","2026-05-22T02:32:13Z","2026-05-22","2026-06-17","","FALSE","BILT","TRUE","FALSE","TRUE","49,838,677","883,392,226,148+","USD","IDR","","","","","","","","","","","","","","","","","","","","","17,725","USD/IDR","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZQR57LHTLB2","NA/Fwd NDF IDR USD","IDR USD"
"3291946787000000401","2838660909000001601","MODI","TRAD","2026-05-23T01:18:20Z","TRUE","FX","","N","FALSE","2026-04-23T12:58:50Z","2026-04-23","2026-05-27","","FALSE","TPSE","FALSE","FALSE","","3,000,000","2,677,500,000","USD","CLP","","","","","","","","","","","","","","","","","","","","","892.5","CLP/USD","","","","","","","","","","","","","","false","","","","","","NARR","","","","","","","","","","","","","","","","","","","USD","USD","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZ00VD18Q4T6","NA/Fwd NDF CLP USD","CLP USD"
"3291948978000000101","2838561004000002301","MODI","TRAD","2026-05-23T01:19:06Z","TRUE","FX","","N","FALSE","2026-04-23T12:54:18Z","2026-04-23","2026-05-27","","FALSE","BHSF","FALSE","FALSE","","1,000,000","892,610,000","USD","CLP","","","","","","","","","","","","","","","","","","","","","892.61","CLP/USD","","","","","","","","","","","","","","false","","","","","","NARR","","","","","","","","","","","","","","","","","","","USD","USD","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZ00VD18Q4T6","NA/Fwd NDF CLP USD","CLP USD"
"3291947872000000201","2840341471000000901","MODI","TRAD","2026-05-23T01:18:33Z","TRUE","FX","","N","FALSE","2026-04-23T14:52:04Z","2026-04-23","2026-05-27","","FALSE","BILT","FALSE","FALSE","FALSE","400,000","356,352,000","USD","CLP","","","","","","","","","","","","","","","","","","","","","890.88","CLP/USD","","","","","","","","","","","","","","false","","","","","","NARR","","","","","","","","","","","","","","","","","","","USD","USD","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZ00VD18Q4T6","NA/Fwd NDF CLP USD","CLP USD"
"3292471953000000101","3235956104000000501","MODI","TRAD","2026-05-20T16:28:15Z","TRUE","FX","","N","FALSE","2026-05-20T16:28:15Z","2026-05-20","2026-06-22","","FALSE","BILT","TRUE","FALSE","FALSE","1","5","USD","BRL","","","","","","","","","","","","","","","","","","","","","5.051","USD/BRL","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZ95QCJX1JRX","NA/Fwd NDF BRL USD","BRL USD"
"3286050148000000201","1718697426","TERM","ETRM","2026-05-22T14:51:38Z","","FX","","N","FALSE","2025-09-11T19:18:00Z","2025-09-11","2026-05-22","","TRUE","XXXX","FALSE","FALSE","TRUE","190,476","2,000,000","USD","NOK","","","","","","","","","","","","","","","","","190476","USD","2000000","NOK","10.5","USD/NOK","2026-05-22","","","0","","","","","","","","","USD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","TRUE","0","USD","1","","","","","","QZWT3KX4ZCVW","NA/O Bar Put NOK USD","NOK USD"
"3291937768000000101","2840341482000002001","MODI","TRAD","2026-05-23T01:11:04Z","TRUE","FX","","N","FALSE","2026-04-23T14:52:12Z","2026-04-23","2026-05-27","","FALSE","BILT","FALSE","FALSE","FALSE","1,000,000","3,586,190,000","USD","COP","","","","","","","","","","","","","","","","","","","","","3,586.19","COP/USD","","","","","","","","","","","","","","false","","","","","","NARR","","","","","","","","","","","","","","","","","","","USD","USD","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZQVD5W65KNZ","NA/Fwd NDF COP USD","COP USD"
"3291829879000000401","","NEWT","TRAD","2026-05-22T16:13:39Z","","FX","","N","FALSE","2026-05-22T16:13:39Z","2026-05-22","2026-11-20","","FALSE","XOFF","FALSE","FALSE","FALSE","443,700,000","300,000","KRW","USD","","","","","","","","","","","","","","","","","443700000","KRW","300000","USD","1,479","USD/KRW","2026-11-20","","","7,446.25","USD","","","","","","","1,479","USD/KRW","false","","","","","1","","","","","","","","","","","","","","","","","","","","USD","","","","false","","","","","","","","","","","FALSE","","","","","","","","","QZW1MK30GZZD","NA/O NDO Put KRW USD","KRW USD"
"3286050148000000101","1718697421","TERM","ETRM","2026-05-22T14:51:38Z","","FX","","N","FALSE","2025-09-11T19:18:00Z","2025-09-11","2026-05-22","","TRUE","XXXX","FALSE","FALSE","TRUE","95,238","1,000,000","USD","NOK","","","","","","","","","","","","","","","","","95238","USD","1000000","NOK","10.5","USD/NOK","2026-05-22","","","0","","","","","","","","","USD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","TRUE","0","USD","1","","","","","","QZWT3KX4ZCVW","NA/O Bar Put NOK USD","NOK USD"
